StationID,PassengerType,Passenger,DateID
2,2,5424,20220120
3,1,1837,20220120
3,2,1775,20220120
4,1,2723,20220120
4,2,2653,20220120
5,1,3172,20220120
5,2,3255,20220120
6,1,5102,20220120
6,2,5512,20220120
7,1,1566,20220120
7,2,1549,20220120
8,1,6039,20220120
8,2,6109,20220120
1,1,4263,20220121
1,2,3864,20220121
2,1,5892,20220121
2,2,5840,20220121
3,1,1848,20220121
3,2,1745,20220121
4,1,2764,20220121
4,2,2803,20220121
5,1,3295,20220121
5,2,3327,20220121
6,1,5586,20220121
6,2,5937,20220121
7,1,1594,20220121
7,2,1541,20220121
8,1,6614,20220121
8,2,6799,20220121
1,1,3847,20220122
1,2,3398,20220122
2,1,4358,20220122
2,2,4487,20220122
3,1,1080,20220122
3,2,1042,20220122
4,1,1856,20220122
4,2,1831,20220122
5,1,2168,20220122
5,2,2225,20220122
6,1,3933,20220122
6,2,4082,20220122
7,1,1209,20220122
7,2,1152,20220122
8,1,4944,20220122
8,2,5178,20220122
1,1,3776,20220123
1,2,3039,20220123
2,1,3886,20220123
2,2,3831,20220123
3,1,854,20220123
3,2,816,20220123
4,1,1490,20220123
4,2,1550,20220123
5,1,1762,20220123
5,2,1983,20220123
6,1,3187,20220123
6,2,3477,20220123
7,1,1137,20220123
7,2,1093,20220123
8,1,4224,20220123
8,2,4527,20220123
1,1,4317,20220124
1,2,3661,20220124
2,1,5668,20220124
2,2,5622,20220124
3,1,1842,20220124
3,2,1786,20220124
4,1,2786,20220124
4,2,2725,20220124
5,1,3304,20220124
5,2,3403,20220124
6,1,5267,20220124
6,2,5739,20220124
7,1,1650,20220124
7,2,1486,20220124
8,1,6246,20220124
8,2,6658,20220124
1,1,4140,20220125
1,2,3615,20220125
2,1,5542,20220125
2,2,5533,20220125
3,1,1848,20220125
3,2,1774,20220125
4,1,2796,20220125
4,2,2776,20220125
5,1,3288,20220125
5,2,3258,20220125
6,1,5253,20220125
6,2,5645,20220125
7,1,1597,20220125
7,2,1559,20220125
8,1,6066,20220125
8,2,6370,20220125
1,1,4109,20220126
1,2,3727,20220126
2,1,5506,20220126
2,2,5526,20220126
3,1,1931,20220126
3,2,1829,20220126
4,1,2912,20220126
4,2,2807,20220126
5,1,3281,20220126
5,2,3287,20220126
6,1,5321,20220126
6,2,5637,20220126
7,1,1525,20220126
7,2,1608,20220126
8,1,6255,20220126
8,2,6419,20220126
1,1,4279,20220127
1,2,3799,20220127
2,1,5700,20220127
2,2,5522,20220127
3,1,1847,20220127
3,2,1806,20220127
4,1,2777,20220127
4,2,2728,20220127
5,1,3164,20220127
5,2,3302,20220127
6,1,5218,20220127
6,2,5540,20220127
7,1,1593,20220127
7,2,1565,20220127
8,1,6153,20220127
8,2,6469,20220127
1,1,4826,20220128
1,2,4138,20220128
2,1,6402,20220128
2,2,6196,20220128
3,1,1931,20220128
3,2,1815,20220128
4,1,2999,20220128
4,2,2994,20220128
5,1,3483,20220128
5,2,3582,20220128
6,1,5866,20220128
6,2,6369,20220128
7,1,1731,20220128
7,2,1728,20220128
8,1,7046,20220128
8,2,7462,20220128
1,1,4021,20220129
1,2,3578,20220129
2,1,4970,20220129
2,2,4895,20220129
3,1,1120,20220129
3,2,1145,20220129
4,1,2157,20220129
4,2,2075,20220129
5,1,2359,20220129
5,2,2393,20220129
6,1,4040,20220129
6,2,4266,20220129
7,1,1417,20220129
7,2,1325,20220129
8,1,5254,20220129
8,2,5661,20220129
1,1,4159,20220130
1,2,3393,20220130
2,1,4229,20220130
2,2,4192,20220130
3,1,900,20220130
3,2,877,20220130
4,1,1694,20220130
4,2,1687,20220130
5,1,1884,20220130
5,2,2112,20220130
6,1,3323,20220130
6,2,3635,20220130
7,1,1183,20220130
7,2,1043,20220130
8,1,4598,20220130
8,2,5031,20220130
1,1,4427,20220131
1,2,3571,20220131
2,1,6053,20220131
2,2,5860,20220131
3,1,1853,20220131
3,2,1777,20220131
4,1,2797,20220131
4,2,2781,20220131
5,1,3280,20220131
5,2,3453,20220131
6,1,5286,20220131
6,2,5884,20220131
7,1,1564,20220131
7,2,1575,20220131
8,1,6434,20220131
8,2,6793,20220131
1,1,4671,20220201
1,2,3383,20220201
2,1,5965,20220201
2,2,6108,20220201
3,1,1911,20220201
3,2,1843,20220201
4,1,2855,20220201
4,2,2891,20220201
5,1,3403,20220201
5,2,3524,20220201
6,1,5384,20220201
6,2,6051,20220201
7,1,1596,20220201
7,2,1543,20220201
8,1,6620,20220201
8,2,7062,20220201
1,1,4488,20220202
1,2,3711,20220202
2,1,6300,20220202
2,2,6278,20220202
3,1,2068,20220202
3,2,1948,20220202
4,1,3099,20220202
4,2,3114,20220202
5,1,3613,20220202
5,2,3599,20220202
6,1,5592,20220202
6,2,6189,20220202
7,1,1677,20220202
7,2,1665,20220202
8,1,6837,20220202
8,2,7170,20220202
1,1,4578,20220203
1,2,3925,20220203
2,1,6303,20220203
2,2,6139,20220203
3,1,2095,20220203
3,2,2021,20220203
4,1,3125,20220203
4,2,2969,20220203
5,1,3746,20220203
5,2,3691,20220203
6,1,5502,20220203
6,2,6100,20220203
7,1,1692,20220203
7,2,1681,20220203
8,1,6843,20220203
8,2,7358,20220203
1,1,5186,20220204
1,2,4264,20220204
2,1,6796,20220204
2,2,6741,20220204
3,1,2143,20220204
3,2,2056,20220204
4,1,3191,20220204
4,2,3265,20220204
5,1,3884,20220204
5,2,4157,20220204
6,1,6204,20220204
6,2,6709,20220204
7,1,1717,20220204
7,2,1772,20220204
8,1,8110,20220204
8,2,8267,20220204
1,1,4399,20220205
1,2,3367,20220205
2,1,5442,20220205
2,2,5382,20220205
3,1,1271,20220205
3,2,1200,20220205
4,1,2303,20220205
4,2,2190,20220205
5,1,2460,20220205
5,2,2712,20220205
6,1,4079,20220205
6,2,4541,20220205
7,1,1271,20220205
7,2,1244,20220205
8,1,6114,20220205
8,2,6703,20220205
1,1,4439,20220206
1,2,3806,20220206
2,1,4472,20220206
2,2,4539,20220206
3,1,907,20220206
3,2,872,20220206
4,1,1773,20220206
4,2,1765,20220206
5,1,2045,20220206
5,2,2318,20220206
6,1,3843,20220206
6,2,4002,20220206
7,1,1177,20220206
7,2,1046,20220206
8,1,5048,20220206
8,2,5356,20220206
1,1,4598,20220207
1,2,4261,20220207
2,1,6441,20220207
2,2,6287,20220207
3,1,2010,20220207
3,2,1971,20220207
4,1,3178,20220207
4,2,3133,20220207
5,1,4067,20220207
5,2,4304,20220207
6,1,6291,20220207
6,2,6579,20220207
7,1,1854,20220207
7,2,1827,20220207
8,1,7364,20220207
8,2,7441,20220207
1,1,4582,20220208
1,2,3743,20220208
2,1,6160,20220208
2,2,6027,20220208
3,1,2063,20220208
3,2,2007,20220208
4,1,3131,20220208
4,2,3114,20220208
5,1,3520,20220208
5,2,3622,20220208
6,1,5796,20220208
6,2,6294,20220208
7,1,1647,20220208
7,2,1735,20220208
8,1,6695,20220208
8,2,7052,20220208
1,1,4436,20220209
1,2,3984,20220209
2,1,6094,20220209
2,2,6106,20220209
3,1,2070,20220209
3,2,1929,20220209
4,1,3069,20220209
4,2,3013,20220209
5,1,3492,20220209
5,2,3515,20220209
6,1,5873,20220209
6,2,6280,20220209
7,1,1617,20220209
7,2,1655,20220209
8,1,6706,20220209
8,2,6875,20220209
1,1,4707,20220210
1,2,4339,20220210
2,1,6163,20220210
2,2,5981,20220210
3,1,2048,20220210
3,2,1937,20220210
4,1,3111,20220210
4,2,3043,20220210
5,1,3493,20220210
5,2,3529,20220210
6,1,5876,20220210
6,2,6466,20220210
7,1,1641,20220210
7,2,1668,20220210
8,1,6967,20220210
8,2,7043,20220210
1,1,5596,20220211
1,2,4771,20220211
2,1,6449,20220211
2,2,6471,20220211
3,1,2097,20220211
3,2,1999,20220211
4,1,3186,20220211
4,2,3123,20220211
5,1,3652,20220211
5,2,3686,20220211
6,1,6245,20220211
6,2,6871,20220211
7,1,1786,20220211
7,2,1703,20220211
8,1,7653,20220211
8,2,8040,20220211
1,1,4363,20220212
1,2,4187,20220212
2,1,4812,20220212
2,2,4931,20220212
3,1,1161,20220212
3,2,1123,20220212
4,1,2173,20220212
4,2,2110,20220212
5,1,2449,20220212
5,2,2558,20220212
6,1,4405,20220212
6,2,4573,20220212
7,1,1346,20220212
7,2,1273,20220212
8,1,6054,20220212
8,2,6008,20220212
1,1,4400,20220213
1,2,4086,20220213
2,1,4248,20220213
2,2,4324,20220213
3,1,885,20220213
3,2,889,20220213
4,1,1841,20220213
4,2,1751,20220213
5,1,1895,20220213
5,2,2152,20220213
6,1,3645,20220213
6,2,3765,20220213
7,1,1288,20220213
7,2,1112,20220213
8,1,5091,20220213
8,2,5214,20220213
1,1,4701,20220214
1,2,4225,20220214
2,1,6582,20220214
2,2,6501,20220214
3,1,2074,20220214
3,2,2014,20220214
4,1,3127,20220214
4,2,3088,20220214
5,1,3630,20220214
5,2,3613,20220214
6,1,6154,20220214
6,2,6523,20220214
7,1,1752,20220214
7,2,1709,20220214
8,1,7348,20220214
8,2,7695,20220214
1,1,4804,20220215
1,2,4430,20220215
2,1,6235,20220215
2,2,6374,20220215
3,1,2055,20220215
3,2,2021,20220215
4,1,3165,20220215
4,2,3059,20220215
5,1,3610,20220215
5,2,3743,20220215
6,1,6210,20220215
6,2,6625,20220215
7,1,1712,20220215
7,2,1696,20220215
8,1,7461,20220215
8,2,7304,20220215
1,1,4672,20220216
1,2,3870,20220216
2,1,3939,20220216
2,2,3953,20220216
3,1,1018,20220216
3,2,962,20220216
4,1,1874,20220216
4,2,1829,20220216
5,1,2170,20220216
5,2,2426,20220216
6,1,3732,20220216
6,2,4119,20220216
7,1,1243,20220216
7,2,1158,20220216
8,1,4672,20220216
8,2,5003,20220216
1,1,5132,20220217
1,2,4122,20220217
2,1,6040,20220217
2,2,5971,20220217
3,1,1993,20220217
3,2,1885,20220217
4,1,2975,20220217
4,2,2974,20220217
5,1,3408,20220217
5,2,3605,20220217
6,1,5696,20220217
6,2,6347,20220217
7,1,1661,20220217
7,2,1638,20220217
8,1,6833,20220217
8,2,7196,20220217
1,1,5101,20220218
1,2,4442,20220218
2,1,6412,20220218
2,2,6330,20220218
3,1,2098,20220218
3,2,2010,20220218
4,1,3127,20220218
4,2,3075,20220218
5,1,3552,20220218
5,2,3600,20220218
6,1,6066,20220218
6,2,6513,20220218
7,1,1724,20220218
7,2,1684,20220218
8,1,7357,20220218
8,2,7783,20220218
1,1,4947,20220219
1,2,3787,20220219
2,1,4636,20220219
2,2,4714,20220219
3,1,1117,20220219
3,2,1117,20220219
4,1,2051,20220219
4,2,1966,20220219
5,1,2237,20220219
5,2,2491,20220219
6,1,4242,20220219
6,2,4731,20220219
7,1,1263,20220219
7,2,1189,20220219
8,1,5391,20220219
8,2,5889,20220219
1,1,4582,20220220
1,2,3756,20220220
2,1,4030,20220220
2,2,4061,20220220
3,1,861,20220220
3,2,843,20220220
4,1,1688,20220220
4,2,1731,20220220
5,1,1874,20220220
5,2,2092,20220220
6,1,3524,20220220
6,2,3894,20220220
7,1,1257,20220220
7,2,1080,20220220
8,1,4671,20220220
8,2,5030,20220220
1,1,5057,20220221
1,2,4021,20220221
2,1,6101,20220221
2,2,6022,20220221
3,1,1978,20220221
3,2,1961,20220221
4,1,2999,20220221
4,2,2954,20220221
5,1,3493,20220221
5,2,3701,20220221
6,1,5832,20220221
6,2,6371,20220221
7,1,1681,20220221
7,2,1655,20220221
8,1,6817,20220221
8,2,7273,20220221
1,1,4689,20220222
1,2,3894,20220222
2,1,5829,20220222
2,2,5872,20220222
3,1,1962,20220222
3,2,1878,20220222
4,1,2918,20220222
4,2,2890,20220222
5,1,3382,20220222
5,2,3552,20220222
6,1,5566,20220222
6,2,5959,20220222
7,1,1686,20220222
7,2,1704,20220222
8,1,6573,20220222
8,2,6856,20220222
1,1,4399,20220223
1,2,4015,20220223
2,1,5916,20220223
2,2,5808,20220223
3,1,1962,20220223
3,2,1925,20220223
4,1,2931,20220223
4,2,2935,20220223
5,1,3405,20220223
5,2,3488,20220223
6,1,5540,20220223
6,2,5948,20220223
7,1,1737,20220223
7,2,1640,20220223
8,1,6642,20220223
8,2,6773,20220223
1,1,4355,20220224
1,2,4207,20220224
2,1,5706,20220224
2,2,5613,20220224
3,1,1907,20220224
3,2,1807,20220224
4,1,2834,20220224
4,2,2757,20220224
5,1,3382,20220224
5,2,3337,20220224
6,1,5455,20220224
6,2,5709,20220224
7,1,1642,20220224
7,2,1613,20220224
8,1,6513,20220224
8,2,6751,20220224
1,1,4999,20220225
1,2,4430,20220225
2,1,6248,20220225
2,2,6131,20220225
3,1,1959,20220225
3,2,1855,20220225
4,1,2987,20220225
4,2,2979,20220225
5,1,3520,20220225
5,2,3360,20220225
6,1,5849,20220225
6,2,6469,20220225
7,1,1737,20220225
7,2,1653,20220225
8,1,6982,20220225
8,2,7404,20220225
1,1,4454,20220226
1,2,3972,20220226
2,1,4468,20220226
2,2,4427,20220226
3,1,1051,20220226
3,2,1017,20220226
4,1,1959,20220226
4,2,1918,20220226
5,1,2259,20220226
5,2,2534,20220226
6,1,4024,20220226
6,2,4318,20220226
7,1,1279,20220226
7,2,1248,20220226
8,1,5441,20220226
8,2,5501,20220226
1,1,4532,20220227
1,2,3762,20220227
2,1,3675,20220227
2,2,3813,20220227
3,1,781,20220227
3,2,789,20220227
4,1,1531,20220227
4,2,1618,20220227
5,1,1945,20220227
5,2,2311,20220227
6,1,3503,20220227
6,2,3616,20220227
7,1,1212,20220227
7,2,1041,20220227
8,1,4533,20220227
8,2,4762,20220227
1,1,5114,20220228
1,2,4092,20220228
2,1,5867,20220228
2,2,5681,20220228
3,1,1914,20220228
3,2,1843,20220228
4,1,2811,20220228
4,2,2751,20220228
5,1,3484,20220228
5,2,3706,20220228
6,1,5302,20220228
6,2,5955,20220228
7,1,1606,20220228
7,2,1651,20220228
8,1,6604,20220228
8,2,7023,20220228
1,1,4391,20220301
1,2,3874,20220301
2,1,5616,20220301
2,2,5543,20220301
3,1,1905,20220301
3,2,1828,20220301
4,1,2759,20220301
4,2,2800,20220301
5,1,3377,20220301
5,2,3399,20220301
6,1,5207,20220301
6,2,5620,20220301
7,1,1640,20220301
7,2,1655,20220301
8,1,6399,20220301
8,2,6575,20220301
1,1,4282,20220302
1,2,3984,20220302
2,1,5484,20220302
2,2,5454,20220302
3,1,1875,20220302
3,2,1706,20220302
4,1,2799,20220302
4,2,2703,20220302
5,1,3248,20220302
5,2,3335,20220302
6,1,5049,20220302
6,2,5453,20220302
7,1,1628,20220302
7,2,1557,20220302
8,1,6288,20220302
8,2,6461,20220302
1,1,4536,20220303
1,2,4023,20220303
2,1,5483,20220303
2,2,5490,20220303
3,1,1832,20220303
3,2,1775,20220303
4,1,2804,20220303
4,2,2791,20220303
5,1,3265,20220303
5,2,3356,20220303
6,1,5206,20220303
6,2,5501,20220303
7,1,1601,20220303
7,2,1532,20220303
8,1,6348,20220303
8,2,6607,20220303
1,1,5012,20220304
1,2,4612,20220304
2,1,5883,20220304
2,2,5872,20220304
3,1,1852,20220304
3,2,1757,20220304
4,1,2930,20220304
4,2,2838,20220304
5,1,3515,20220304
5,2,3592,20220304
6,1,5472,20220304
6,2,5827,20220304
7,1,1642,20220304
7,2,1594,20220304
8,1,7092,20220304
8,2,7306,20220304
1,1,4469,20220305
1,2,3892,20220305
2,1,4310,20220305
2,2,4389,20220305
3,1,1099,20220305
3,2,1081,20220305
4,1,1941,20220305
4,2,1884,20220305
5,1,2293,20220305
5,2,2508,20220305
6,1,3665,20220305
6,2,3948,20220305
7,1,1290,20220305
7,2,1149,20220305
8,1,5181,20220305
8,2,5397,20220305
1,1,4633,20220306
1,2,3665,20220306
2,1,3772,20220306
2,2,3793,20220306
3,1,820,20220306
3,2,768,20220306
4,1,1563,20220306
4,2,1562,20220306
5,1,2059,20220306
5,2,2313,20220306
6,1,3195,20220306
6,2,3452,20220306
7,1,1154,20220306
7,2,1070,20220306
8,1,4457,20220306
8,2,5030,20220306
1,1,4789,20220307
1,2,4212,20220307
2,1,5635,20220307
2,2,5640,20220307
3,1,1824,20220307
3,2,1743,20220307
4,1,2810,20220307
4,2,2812,20220307
5,1,3293,20220307
5,2,3486,20220307
6,1,5256,20220307
6,2,5662,20220307
7,1,1606,20220307
7,2,1535,20220307
8,1,6675,20220307
8,2,6798,20220307
1,1,4676,20220308
1,2,4107,20220308
2,1,5552,20220308
2,2,5674,20220308
3,1,1880,20220308
3,2,1745,20220308
4,1,2836,20220308
4,2,2772,20220308
5,1,3440,20220308
5,2,3464,20220308
6,1,5248,20220308
6,2,5622,20220308
7,1,1558,20220308
7,2,1546,20220308
8,1,6397,20220308
8,2,6657,20220308
1,1,4647,20220309
1,2,4255,20220309
2,1,5496,20220309
2,2,5580,20220309
3,1,1893,20220309
3,2,1809,20220309
4,1,2915,20220309
4,2,2772,20220309
5,1,3219,20220309
5,2,3343,20220309
6,1,5225,20220309
6,2,5515,20220309
7,1,1524,20220309
7,2,1530,20220309
8,1,6569,20220309
8,2,6684,20220309
1,1,4741,20220310
1,2,4311,20220310
2,1,5482,20220310
2,2,5499,20220310
3,1,1897,20220310
3,2,1791,20220310
4,1,2757,20220310
4,2,2742,20220310
5,1,3201,20220310
5,2,3358,20220310
6,1,5282,20220310
6,2,5629,20220310
7,1,1588,20220310
7,2,1531,20220310
8,1,6510,20220310
8,2,6597,20220310
1,1,4998,20220311
1,2,4675,20220311
2,1,5915,20220311
2,2,6057,20220311
3,1,1954,20220311
3,2,1828,20220311
4,1,2884,20220311
4,2,2809,20220311
5,1,3353,20220311
5,2,3356,20220311
6,1,5691,20220311
6,2,5925,20220311
7,1,1568,20220311
7,2,1592,20220311
8,1,7062,20220311
8,2,7183,20220311
1,1,4494,20220312
1,2,4060,20220312
2,1,4544,20220312
2,2,4778,20220312
3,1,1068,20220312
3,2,1043,20220312
4,1,1930,20220312
4,2,1954,20220312
5,1,2256,20220312
5,2,2413,20220312
6,1,3964,20220312
6,2,4053,20220312
7,1,1296,20220312
7,2,1156,20220312
8,1,5289,20220312
8,2,5384,20220312
1,1,4748,20220313
1,2,3802,20220313
2,1,4091,20220313
2,2,4115,20220313
3,1,804,20220313
3,2,885,20220313
4,1,1652,20220313
4,2,1631,20220313
5,1,1856,20220313
5,2,2033,20220313
6,1,3260,20220313
6,2,3760,20220313
7,1,1073,20220313
7,2,928,20220313
8,1,4603,20220313
8,2,4933,20220313
1,1,5099,20220314
1,2,4140,20220314
2,1,5060,20220314
2,2,5745,20220314
3,1,1600,20220314
3,2,1788,20220314
4,1,2556,20220314
4,2,2703,20220314
5,1,3002,20220314
5,2,3240,20220314
6,1,5203,20220314
6,2,5072,20220314
7,1,1522,20220314
7,2,1395,20220314
8,1,6482,20220314
8,2,6441,20220314
1,1,4736,20220315
1,2,4075,20220315
2,1,5750,20220315
2,2,5869,20220315
3,1,1892,20220315
3,2,1835,20220315
4,1,2881,20220315
4,2,2883,20220315
5,1,3353,20220315
5,2,3425,20220315
6,1,5495,20220315
6,2,5759,20220315
7,1,1542,20220315
7,2,1542,20220315
8,1,6580,20220315
8,2,6841,20220315
1,1,4831,20220316
1,2,4168,20220316
2,1,5712,20220316
2,2,5818,20220316
3,1,1898,20220316
3,2,1813,20220316
4,1,2848,20220316
4,2,2798,20220316
5,1,3299,20220316
5,2,3426,20220316
6,1,5337,20220316
6,2,5754,20220316
7,1,1598,20220316
7,2,1458,20220316
8,1,6591,20220316
8,2,6879,20220316
1,1,4731,20220317
1,2,4129,20220317
2,1,5716,20220317
2,2,5681,20220317
3,1,1894,20220317
3,2,1772,20220317
4,1,2941,20220317
4,2,2880,20220317
5,1,3277,20220317
5,2,3399,20220317
6,1,5184,20220317
6,2,5670,20220317
7,1,1639,20220317
7,2,1619,20220317
8,1,6688,20220317
8,2,6920,20220317
1,1,5375,20220318
1,2,4449,20220318
2,1,6110,20220318
2,2,6096,20220318
3,1,1992,20220318
3,2,1870,20220318
4,1,2967,20220318
4,2,2909,20220318
5,1,3375,20220318
5,2,3505,20220318
6,1,5789,20220318
6,2,6354,20220318
7,1,1599,20220318
7,2,1565,20220318
8,1,7135,20220318
8,2,7594,20220318
1,1,4978,20220319
1,2,4120,20220319
2,1,4954,20220319
2,2,5041,20220319
3,1,1156,20220319
3,2,1131,20220319
4,1,2164,20220319
4,2,2118,20220319
5,1,2314,20220319
5,2,2664,20220319
6,1,4144,20220319
6,2,4314,20220319
7,1,1318,20220319
7,2,1209,20220319
8,1,5908,20220319
8,2,6339,20220319
1,1,4586,20220320
1,2,3981,20220320
2,1,4022,20220320
2,2,4162,20220320
3,1,881,20220320
3,2,888,20220320
4,1,1759,20220320
4,2,1787,20220320
5,1,1987,20220320
5,2,2352,20220320
6,1,3572,20220320
6,2,3619,20220320
7,1,1150,20220320
7,2,1034,20220320
8,1,5072,20220320
8,2,5206,20220320
1,1,4849,20220321
1,2,4762,20220321
2,1,6037,20220321
2,2,6003,20220321
3,1,1941,20220321
3,2,1860,20220321
4,1,3091,20220321
4,2,3045,20220321
